Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Latitude,Longitude,Community Board,Census Tract,log_Site EUI (kBtu/ft²),log_Longitude,Largest Property Use Type - Gross Floor Area (ft²)_52000.0,Largest Property Use Type - Gross Floor Area (ft²)_54000.0,Largest Property Use Type - Gross Floor Area (ft²)_60000.0,Largest Property Use Type - Gross Floor Area (ft²)_63000.0,Largest Property Use Type - Gross Floor Area (ft²)_65000.0,Largest Property Use Type - Gross Floor Area (ft²)_66000.0,Largest Property Use Type - Gross Floor Area (ft²)_70000.0,Largest Property Use Type - Gross Floor Area (ft²)_75000.0,Largest Property Use Type - Gross Floor Area (ft²)_80000.0,Largest Property Use Type - Gross Floor Area (ft²)_Other,"NYC Borough, Block and Lot (BBL) self-reported_1019610001","NYC Borough, Block and Lot (BBL) self-reported_1019730001","NYC Borough, Block and Lot (BBL) self-reported_1020350001","NYC Borough, Block and Lot (BBL) self-reported_2028760055","NYC Borough, Block and Lot (BBL) self-reported_3-01920-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06789-0015","NYC Borough, Block and Lot (BBL) self-reported_4-06790-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06791-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06792-0600","NYC Borough, Block and Lot (BBL) self-reported_Other",score
8914,4494246,50457.0,2000,1,95,100.2,40.702307,-73.989627,2.0,21.0,4.617098756853365,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
8928,2802065,883265.0,1950,1,100,96.9,40.699033,-73.988593,2.0,13.0,4.583946549536464,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
8931,5050270,210488.0,1918,1,95,9.8,40.699453,-73.987832,2.0,13.0,2.379546134130174,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
8936,4520808,309952.0,1915,2,100,32.2,40.697685,-73.985733,2.0,13.0,3.502549875922443,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
8942,2810838,92337.0,1948,1,100,54.0,40.697116,-73.982308,2.0,15.0,4.007333185232471,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
8948,4077824,93000.0,1995,1,100,440.0,40.695458,-73.984252,2.0,15.0,6.089044875446846,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
8966,5731550,114000.0,1924,1,100,39.3,40.690279,-73.984376,2.0,15.0,3.696351468952637,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
8973,4414302,130450.0,1921,1,90,65.9,40.690842,-73.985785,2.0,11.0,4.203198967134183,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
8983,4959515,180350.0,1920,1,100,93.1,40.689642,-73.982836,2.0,37.0,4.544358046591334,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
8984,2772986,246371.0,1972,1,100,122.4,40.688025,-73.980345,2.0,37.0,4.8154311114712876,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
8987,2684479,306853.0,1920,1,100,13.0,40.689121,-73.984444,2.0,37.0,2.6390573296152584,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9021,4516851,54966.0,1917,1,100,188.9,40.695547,-73.99744,2.0,301.0,5.24649761781824,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9027,2652133,108780.0,1900,1,100,71.0,40.699552,-73.992679,2.0,1.0,4.276666119016055,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9047,2678608,725991.0,1986,1,80,138.2,40.694899,-73.99189,2.0,502.0,4.935911747900319,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9052,2652765,58000.0,1929,1,100,186.7,40.69412,-73.991832,2.0,9.0,5.234844943592463,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9072,2840285,184055.0,1914,1,100,127.8,40.693343,-73.991832,2.0,9.0,4.858260813670253,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9074,2661628,104370.0,1900,1,100,101.6,40.693376,-73.998496,2.0,7.0,4.630837932736669,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9079,2705518,128000.0,1913,1,100,99.3,40.692314,-73.9911,2.0,9.0,4.60816569496789,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9083,5857216,211780.0,1968,1,100,134.5,40.692319,-73.989654,2.0,9.0,4.908971640319756,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9086,2678648,141225.0,1999,1,100,127.6,40.690447,-73.992016,2.0,9.0,4.856706811803519,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9090,2637228,73032.0,1923,1,100,82.8,40.690398,-73.994295,2.0,7.0,4.428433007488037,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9091,3120997,65925.0,1906,1,100,79.8,40.689519,-73.990322,2.0,9.0,4.39197696552705,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9092,2646341,490375.0,2005,1,100,77.6,40.690112,-73.99215,2.0,9.0,4.364371699435161,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9144,4403264,60000.0,1870,1,100,72.4,40.669788,-74.000559,6.0,53.0,4.29592393562047,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
9145,5246031,64350.0,1920,1,100,89.4,40.684428,-74.005462,6.0,53.0,4.504244267398131,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9146,4949580,223300.0,1913,1,100,48.2,40.681862,-74.008787,6.0,53.0,3.8958936234982624,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9152,2952779,225260.0,1923,1,100,30.1,40.673106,-74.0023,6.0,53.0,3.4372078191851885,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9153,3239928,60740.0,1953,1,100,10.5,40.674635,-74.009845,6.0,53.0,2.4423470353692043,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9157,2816245,150700.0,1870,1,100,20.3,40.676651,-74.016173,6.0,53.0,3.0587070727153796,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9165,2816035,365160.0,1845,1,100,13.5,40.674782,-74.014831,6.0,53.0,2.6741486494265287,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9170,2844655,163400.0,1905,1,100,26.3,40.666626,-73.997675,7.0,18.0,3.3068867021909143,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9173,5078570,50960.0,2008,1,100,61.3,40.663708,-73.994637,7.0,143.0,4.131961425793407,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9178,2954512,133300.0,1975,1,100,64.2,40.659989,-74.003121,7.0,18.0,4.177459468932607,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9182,2667368,623117.0,1900,1,100,74.3,40.657464,-74.004419,7.0,18.0,4.321480134805848,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9183,3118416,85000.0,1910,1,100,36.8,40.657104,-74.003031,7.0,101.0,3.632309102625542,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9184,2659277,744500.0,1900,1,100,59.8,40.657123,-74.004775,7.0,18.0,4.107589788972121,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9185,2670881,673895.0,1900,1,100,57.8,40.657982,-74.007699,7.0,18.0,4.074141854904581,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9187,2659197,689850.0,1900,1,100,61.0,40.65779,-74.0079,7.0,18.0,4.127134385045092,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9189,2659276,287761.0,1900,1,100,71.3,40.657639,-74.008055,7.0,18.0,4.280824129164719,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9192,4408646,64708.0,1950,1,100,24.7,40.653338,-74.005824,7.0,84.0,3.246490991901174,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9194,2659198,1324592.0,1900,1,100,41.9,40.654609,-74.011208,7.0,18.0,3.758871825933971,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9197,2659278,374240.0,1900,1,100,40.6,40.655975,-74.013371,7.0,18.0,3.728100167267218,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9208,2805301,110103.0,2008,1,100,51.8,40.649182,-74.00977,7.0,80.0,3.966511190712216,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9219,5805469,382080.0,1918,1,75,26.8,40.650402,-74.02363,7.0,18.0,3.3250360206965914,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9223,5861196,165500.0,1917,1,100,31.7,40.646397,-74.023337,7.0,18.0,3.487375077903208,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9224,5532112,90080.0,1956,1,100,37.3,40.646364,-74.023373,7.0,18.0,3.6454498961866,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9227,2643942,63000.0,1995,1,100,12316.2,40.645629,-74.020515,7.0,22.0,9.418751938529878,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9230,5857321,353342.0,1931,1,100,8.1,40.639613,-74.014827,7.0,102.0,2.2082744135228043,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9248,4288068,79244.0,2012,1,100,32.2,40.676838,-73.986535,6.0,119.0,3.502549875922443,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9252,4600601,307148.0,1950,1,100,20.7,40.672966,-73.988857,6.0,119.0,3.077312260546414,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9265,4925872,166950.0,1925,1,100,13.4,40.672831,-73.993868,6.0,119.0,2.667228206581955,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9276,4409204,56353.0,1985,1,100,50.1,40.665821,-73.989114,6.0,141.0,3.933784497209659,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9279,2977393,61000.0,1903,1,100,72.2,40.663644,-73.989684,7.0,141.0,4.293195420967266,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9286,4276080,94821.0,1928,1,100,84.7,40.673303,-73.971301,6.0,159.0,4.450852825603734,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9287,4907436,51654.0,1923,1,95,,40.673314,-73.973085,6.0,157.0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9296,4409003,60744.0,1940,1,100,,40.669625,-73.972668,6.0,165.0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9308,2817484,62000.0,1980,1,100,9.3,40.680519,-73.961642,8.0,203.0,2.33214389523559,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9309,4037952,50550.0,2014,1,100,20.8,40.679977,-73.959043,8.0,305.0,3.0819099697950434,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9316,3988141,145931.0,1965,3,100,68.2,40.677218,-73.957689,8.0,305.0,4.237000862623624,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9324,2808043,56350.0,1930,1,100,92.2,40.676337,-73.958061,8.0,305.0,4.534747721691546,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9334,4043173,129188.0,1967,1,100,81.8,40.674743,-73.96011,8.0,217.0,4.416428061391214,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9342,2742055,97320.0,1940,1,100,53.0,40.674332,-73.968802,8.0,207.0,3.9889840465642745,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9344,2920468,61398.0,1925,1,100,56.3,40.673063,-73.968071,8.0,207.0,4.048300623720694,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9354,2749796,125300.0,1926,1,100,67.5,40.672887,-73.966946,8.0,215.0,4.22683374526818,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9381,2661683,94596.0,1930,1,100,67.2,40.667566,-73.961314,9.0,213.0,4.222444564849416,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9438,3205774,55356.0,2002,1,100,58.0,40.669272,-73.939987,9.0,337.0,4.07753744390572,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9455,2771717,52236.0,1927,1,100,69.6,40.666305,-73.951305,9.0,321.0,4.257030144499196,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9469,2674625,85917.0,2011,1,100,57.1,40.663617,-73.955524,9.0,327.0,4.062165663857866,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9492,2813831,72910.0,1925,1,100,71.2,40.660995,-73.960122,9.0,79801.0,4.279440045898781,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9503,4541300,98033.0,1910,1,60,12.2,40.677658,-73.934958,8.0,309.0,2.580216829592325,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
9505,2816478,50150.0,1950,1,100,61.3,40.677183,-73.926381,8.0,307.0,4.131961425793407,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9506,2816562,62700.0,1962,1,100,89.7,40.675744,-73.928997,8.0,307.0,4.507557357121091,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9518,4404141,62880.0,1922,2,100,76.1,40.671602,-73.933028,8.0,345.0,4.345103280569283,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9524,5988101,59021.0,2014,1,100,43.3,40.670102,-73.931011,8.0,351.0,3.7909846770510898,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9541,3237234,193962.0,2007,1,100,42.4,40.665635,-73.938974,9.0,333.0,3.770459441106359,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9561,2771695,83856.0,1920,1,100,74.8,40.663787,-73.937952,9.0,331.0,4.328098292648326,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9582,5836376,52100.0,1921,1,100,91.6,40.668732,-73.922588,16.0,361.0,4.528289141652134,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9583,4928758,66508.0,1963,1,75,7.5,,,,,2.1400661634962708,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
9611,2791711,179590.0,1973,1,100,119.3,40.686937,-73.938814,3.0,277.0,4.789988622980633,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9626,4398446,165000.0,1974,1,100,64.5,40.679546,-73.934134,3.0,271.0,4.182050142641207,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9633,3119649,78349.0,1930,1,100,19.7,40.698582,-73.954159,3.0,1237.0,3.0301337002713233,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9634,2789141,574055.0,1930,1,100,92.0,40.699094,-73.94994,3.0,257.0,4.532599493153256,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9642,2796183,147209.0,1937,2,100,44.3,40.694606,-73.955832,3.0,241.0,3.8133070324889884,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9652,4956811,76155.0,1984,1,100,79.9,40.691201,-73.952812,3.0,241.0,4.393213824064446,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9655,5948327,72000.0,2013,1,100,33.4,40.692303,-73.943223,3.0,261.0,3.5380565643793527,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9663,2790585,71884.0,1931,1,100,101.8,40.688863,-73.947066,3.0,263.0,4.632785353021065,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9665,4412194,212405.0,1974,3,100,102.0,40.688127,-73.94045,3.0,277.0,4.634728988229636,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9686,4410455,58905.0,1935,1,100,51.1,40.697312,-73.964802,2.0,543.0,3.9531649487593215,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9688,5983675,58870.0,1930,1,100,18.8,40.696271,-73.961107,3.0,191.0,2.9856819377004897,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9702,4404438,76200.0,1954,1,100,91.8,40.692793,-73.968735,2.0,195.0,4.530446639792155,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9709,2734583,59800.0,1897,0,100,,40.689966,-73.968167,2.0,195.0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9736,2682246,108000.0,1978,1,100,76.2,40.687941,-73.961587,2.0,231.0,4.3463994570307305,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9749,2642783,906158.0,1907,1,100,111.6,40.684437,-73.977725,2.0,35.0,4.72384171570559,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9764,5948367,55922.0,2011,1,100,40.8,40.681569,-73.957805,3.0,227.0,3.7328963395307104,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9778,2794223,93967.0,2006,1,100,83.1,40.693186,-73.971011,2.0,187.0,4.432006566978902,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9782,4919783,74779.0,1926,1,100,70.2,40.694797,-73.982791,2.0,15.0,4.26549281841793,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9784,2664412,65645.0,1927,1,100,95.1,40.695864,-73.982128,2.0,15.0,4.565389315976247,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9786,3110815,245361.0,2007,1,100,89.2,40.693606,-73.98308,2.0,15.0,4.502029427068578,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9794,2797736,846120.0,1925,9,100,151.1,40.691958,-73.980152,2.0,31.0,5.024538199265247,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9795,2975033,127558.0,1903,1,100,5.1,40.689889,-73.979937,2.0,31.0,1.8082887711792655,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9796,2975034,113700.0,2004,1,100,112.4,40.690934,-73.978804,2.0,31.0,4.730921391293652,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9803,2669611,121986.0,2007,1,100,213.8,40.688425,-73.978437,2.0,33.0,5.36970736263471,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9810,5867472,394777.0,2016,1,0,,40.685483,-73.978478,2.0,35.0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9816,4423363,66820.0,1918,1,100,42.4,40.68709,-73.973599,2.0,181.0,3.770459441106359,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9822,2821377,165167.0,1940,1,100,7.0,40.707453,-73.968418,1.0,547.0,2.0794415416798357,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9830,2795380,61650.0,1926,1,100,79.9,40.708461,-73.961987,1.0,525.0,4.393213824064446,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9847,4393314,52318.0,2001,1,90,45.3,40.702908,-73.946734,1.0,507.0,3.835141961092188,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9848,4408644,81700.0,1950,1,100,35.1,40.699068,-73.961112,1.0,537.0,3.586292865338835,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9866,2816577,105510.0,1955,1,100,9.1,40.72189,-73.960017,1.0,557.0,2.312535423847214,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9889,3120084,68300.0,1928,1,100,49.7,40.717524,-73.962595,1.0,555.0,3.9259259105971376,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9892,4934469,125154.0,2015,1,100,18.7,40.717722,-73.962014,1.0,555.0,2.9806186357439426,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9893,4907384,122740.0,1973,1,90,194.4,40.716714,-73.961055,1.0,553.0,5.275048739608683,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9894,5510439,150082.0,2013,2,95,41.5,40.716673,-73.961098,1.0,553.0,3.7495040759303713,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9906,5049573,74572.0,2014,1,100,111.3,40.711334,-73.952906,1.0,513.0,4.721173861744398,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9927,4624722,364000.0,1868,1,100,7.1,40.738162,-73.955442,1.0,563.0,2.0918640616783932,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9928,4029659,87277.0,1931,1,100,22.9,40.737751,-73.955904,1.0,563.0,3.173878458937465,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9937,3120092,107650.0,1931,1,100,47.0,40.733676,-73.958205,1.0,563.0,3.871201010907891,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
9938,4845276,116000.0,1931,1,80,6.1,40.733103,-73.9419,1.0,579.0,1.9600947840472698,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9939,4938465,154436.0,1971,2,100,43.6,40.733708,-73.943242,1.0,579.0,3.7977338590260183,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9941,3531773,103000.0,1975,1,100,11.0,40.73139,-73.959527,1.0,565.0,2.4849066497880004,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9944,3117449,64740.0,1931,1,100,62.4,40.729756,-73.958998,1.0,565.0,4.14946386144318,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
9945,2703923,113700.0,1931,1,95,19.2,40.729836,-73.958132,1.0,565.0,3.005682604407159,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9948,5726573,395000.0,1931,7,100,18.4,40.730554,-73.950432,1.0,579.0,2.9652730660692823,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9949,4910679,55500.0,1960,1,100,21.2,40.730267,-73.945254,1.0,579.0,3.100092288878234,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9953,4560039,80000.0,1963,1,100,15.5,40.729279,-73.945908,1.0,579.0,2.803360380906535,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
9982,2805983,52963.0,1918,1,100,30.7,40.72073,-73.938072,1.0,449.0,3.456316680883235,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9988,3112336,58000.0,1960,1,100,45.8,40.714454,-73.935012,1.0,449.0,3.845883202923601,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9989,4561397,51450.0,1950,1,100,19.0,40.714415,-73.934042,1.0,449.0,2.995732273553991,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9990,4401770,151824.0,1930,1,90,79.7,40.712564,-73.94098,1.0,481.0,4.390738575275903,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
9993,5977994,78985.0,1957,1,100,28.2,40.715721,-73.933492,1.0,449.0,3.374168709274236,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
10004,3332364,100000.0,1962,1,100,89.9,40.708736,-73.932727,1.0,449.0,4.509760001183433,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
10005,5253914,89830.0,1919,1,30,31.1,40.709229,-73.927699,1.0,449.0,3.4688560301359703,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
10009,2815544,57310.0,1916,1,100,9.8,40.709254,-73.927111,1.0,449.0,2.379546134130174,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
10011,4985866,56856.0,1931,1,5,9.8,40.708152,-73.929752,1.0,453.0,2.379546134130174,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
10014,4021654,121279.0,1930,1,100,74.4,40.708633,-73.926798,1.0,453.0,4.32280727501391,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
10018,3319861,91188.0,1930,1,100,99.6,40.707474,-73.925046,1.0,453.0,4.611152257665639,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
10024,3260022,54750.0,2011,1,100,16.3,40.712658,-73.937734,1.0,485.0,2.8507065015037334,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
10039,4451070,72000.0,1870,1,100,16.2,40.705631,-73.937517,1.0,485.0,2.8449093838194073,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
10043,2647021,90352.0,1932,1,100,49.8,40.706032,-73.933491,1.0,453.0,3.927896354584436,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
10053,5866451,140000.0,1910,1,100,50.5,40.701116,-73.942209,1.0,491.0,3.9415818076696905,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
