Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Latitude,Longitude,Community Board,Census Tract,log_Site EUI (kBtu/ft²),log_Longitude,Largest Property Use Type - Gross Floor Area (ft²)_52000.0,Largest Property Use Type - Gross Floor Area (ft²)_54000.0,Largest Property Use Type - Gross Floor Area (ft²)_60000.0,Largest Property Use Type - Gross Floor Area (ft²)_63000.0,Largest Property Use Type - Gross Floor Area (ft²)_65000.0,Largest Property Use Type - Gross Floor Area (ft²)_66000.0,Largest Property Use Type - Gross Floor Area (ft²)_70000.0,Largest Property Use Type - Gross Floor Area (ft²)_75000.0,Largest Property Use Type - Gross Floor Area (ft²)_80000.0,Largest Property Use Type - Gross Floor Area (ft²)_Other,"NYC Borough, Block and Lot (BBL) self-reported_1019610001","NYC Borough, Block and Lot (BBL) self-reported_1019730001","NYC Borough, Block and Lot (BBL) self-reported_1020350001","NYC Borough, Block and Lot (BBL) self-reported_2028760055","NYC Borough, Block and Lot (BBL) self-reported_3-01920-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06789-0015","NYC Borough, Block and Lot (BBL) self-reported_4-06790-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06791-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06792-0600","NYC Borough, Block and Lot (BBL) self-reported_Other",score
3214,4506773,228147.0,1901,1,100,93.3,40.781248,-73.981819,7.0,163.0,4.546481189639412,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3228,3113787,257564.0,1975,1,100,48.7,40.782573,-73.978757,7.0,167.0,3.906004933102583,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3229,4950987,509111.0,1908,1,100,110.7,40.783534,-73.980219,7.0,167.0,4.715816706075155,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3230,2945676,401972.0,1929,1,100,113.8,40.775573,-73.987576,7.0,151.0,4.743191483885466,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3242,4409008,295205.0,2006,1,100,169.1,40.77293,-73.989501,7.0,151.0,5.136386499401816,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3247,4945654,547520.0,1962,1,100,67.6,40.777093,-73.986467,7.0,155.0,4.22829253473184,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3249,4945656,642394.0,1960,1,100,77.3,40.778573,-73.986377,7.0,155.0,4.360547602996758,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3291,4952034,245676.0,1926,1,100,65.7,40.783101,-73.970946,7.0,169.0,4.200204952921578,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3318,4956852,608532.0,1930,1,100,72.7,40.788063,-73.967315,7.0,177.0,4.300002799195291,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3322,2665352,244841.0,1970,1,100,15.5,40.790498,-73.967928,7.0,177.0,2.803360380906535,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3339,2740647,56156.0,1992,1,100,76.6,40.791213,-73.965024,7.0,181.0,4.351567427189173,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3344,2817492,76193.0,1926,1,100,71.1,40.782532,-73.97684,7.0,165.0,4.278054044290903,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3351,5050283,70786.0,1900,1,100,68.4,40.782735,-73.975254,7.0,165.0,4.239886867512759,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3354,2638321,67231.0,1905,1,100,74.4,40.783904,-73.976048,7.0,165.0,4.32280727501391,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3357,2669246,96730.0,1922,1,100,24.8,40.785501,-73.976597,7.0,169.0,3.250374491927572,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3368,4389681,76302.0,1916,1,100,79.8,40.78728,-73.974075,7.0,169.0,4.39197696552705,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3369,2732745,100042.0,1923,1,100,66.0,40.787365,-73.974278,7.0,169.0,4.204692619390966,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3372,4847250,74215.0,1998,1,100,87.7,40.78731,-73.974144,7.0,169.0,4.485259889315534,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3380,3539482,72000.0,1914,1,100,51.0,40.7879,-73.973454,7.0,173.0,3.9512437185814275,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3382,2716908,288418.0,1975,1,100,83.7,40.788614,-73.974324,7.0,173.0,4.439115601658009,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3387,2660111,175436.0,1986,1,100,89.1,40.788569,-73.970666,7.0,173.0,4.500920164614292,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3408,2715781,61800.0,2001,1,100,77.0,40.792869,-73.969667,7.0,181.0,4.356708826689592,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3412,2634014,306605.0,1971,1,100,116.6,40.792952,-73.969819,7.0,181.0,4.767289035464526,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3416,2721697,288631.0,1985,1,100,77.4,40.785296,-73.980457,7.0,167.0,4.361823927356363,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3417,4946278,166952.0,1987,1,100,80.8,40.784879,-73.979193,7.0,167.0,4.404277243608702,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3426,2656198,165452.0,1924,1,100,80.7,40.786144,-73.978254,7.0,171.0,4.403054001865957,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3431,3512676,82916.0,1927,1,100,81.6,40.786048,-73.977156,7.0,171.0,4.414009680526933,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3439,2664713,150806.0,1932,1,100,61.6,40.787261,-73.978066,7.0,171.0,4.136765278106052,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3445,2659890,352821.0,1931,1,100,59.2,40.787409,-73.975227,7.0,171.0,4.097672352314776,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3449,4952160,478400.0,1987,1,100,68.2,40.788718,-73.976166,7.0,175.0,4.237000862623624,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3452,3326740,60500.0,1900,1,100,108.8,40.789059,-73.97588,7.0,175.0,4.69866052907543,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
3453,2817498,268989.0,1984,1,100,82.4,40.78905,-73.975862,7.0,175.0,4.423648309364701,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3455,4399179,63506.0,1910,1,100,142.3,40.789662,-73.975681,7.0,175.0,4.964940334834126,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3456,4407837,55217.0,1928,1,100,68.6,40.790332,-73.976786,7.0,175.0,4.242764567340374,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3460,2665923,133284.0,1963,1,100,93.9,40.789849,-73.97419,7.0,175.0,4.552823705615882,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3464,3111521,180864.0,1914,1,100,63.4,40.789248,-73.974656,7.0,175.0,4.165113633110308,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3466,2704817,313563.0,1915,1,100,71.8,40.790302,-73.974941,7.0,175.0,4.28771595520264,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3468,2734460,161422.0,1925,1,100,93.0,40.790153,-73.973226,7.0,175.0,4.543294782270004,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3470,3115755,154587.0,1920,1,100,,40.790354,-73.97493,7.0,175.0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3471,4952310,192324.0,1985,1,100,89.3,40.791067,-73.975128,7.0,175.0,4.5031374604229395,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3473,2664019,214011.0,1923,1,100,53.4,40.791174,-73.974309,7.0,179.0,3.996364153861897,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3480,2961408,132975.0,1959,1,100,84.7,40.79228,-73.973524,7.0,179.0,4.450852825603734,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3486,2656150,123497.0,1916,1,100,75.4,40.792475,-73.972622,7.0,179.0,4.335982696172475,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3496,4405659,172997.0,1986,1,100,96.5,40.79363,-73.971429,7.0,183.0,4.579852378003801,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3520,2533064,192701.0,2010,1,100,71.8,40.788664,-73.978029,7.0,171.0,4.28771595520264,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3523,3182413,180405.0,1926,1,100,148.0,40.789589,-73.979506,7.0,175.0,5.003946305945459,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3536,2669061,209113.0,1927,1,100,67.7,40.790566,-73.977118,7.0,175.0,4.229749199228304,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3584,4942130,59841.0,1922,1,85,63.7,40.756087,-73.981072,5.0,96.0,4.169761201506855,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3594,2660363,75008.0,1929,1,100,49.9,40.756435,-73.979967,5.0,96.0,3.929862923556477,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3604,2667432,76380.0,1963,1,100,78.4,40.757396,-73.980292,5.0,96.0,4.37449836825309,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
12193,5237199,65500.0,1954,1,100,103.8,,,,,4.6520537718869415,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3615,4043197,105262.0,1926,1,95,130.5,40.758239,-73.980396,5.0,96.0,4.879006851617819,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3618,2522063,1898155.0,1939,1,100,86.2,40.758977,-73.981089,5.0,96.0,4.468204330914934,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3623,2364102,2734038.0,1939,1,100,66.5,40.75999,-73.980349,5.0,104.0,4.212127597878484,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3644,5989609,112000.0,1962,1,85,53.6,40.762421,-73.976684,5.0,104.0,4.000033882750859,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3655,2718521,110280.0,2009,1,100,73.8,40.762813,-73.975673,5.0,11201.0,4.314817884980432,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3665,4626452,60500.0,1974,1,0,9.0,40.764427,-73.975348,5.0,11201.0,2.302585092994046,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3670,2960308,59701.0,1926,1,100,82.6,40.764246,-73.97486,5.0,11201.0,4.426043520090656,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3687,4409966,83267.0,1926,1,100,118.1,40.752563,-73.980791,5.0,82.0,4.779963476361254,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
12224,3980497,139837.0,1937,1,100,88.8,,,,,4.497584975308154,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3708,2784253,162330.0,1914,1,100,176.1,40.754036,-73.977214,5.0,94.0,5.176714544788788,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3729,3538289,117629.0,1928,1,100,61.9,40.75686,-73.977126,5.0,94.0,4.141546163706395,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3760,4043349,122596.0,1973,1,100,95560.2,40.760184,-73.975548,5.0,102.0,11.467522158916363,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3766,4845184,115330.0,1926,1,55,44.3,40.760821,-73.975522,5.0,102.0,3.8133070324889884,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3777,2702009,149493.0,2003,1,100,144.2,40.760691,-73.97262,5.0,102.0,4.978112102390695,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3783,2680300,57312.0,1955,1,100,103.6,40.761358,-73.972262,5.0,102.0,4.650143551630823,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3829,2653135,131175.0,1924,1,100,131.1,40.753783,-73.973713,6.0,92.0,4.883559211528279,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3833,3244504,92501.0,1926,1,100,8084.2,40.75471,-73.973655,6.0,92.0,8.997790508872843,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3847,3570265,66705.0,1925,1,60,120.0,40.757271,-73.973903,5.0,100.0,4.795790545596741,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3850,4405792,70836.0,1924,1,100,,40.756329,-73.97194,6.0,100.0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3868,1974028,1526121.0,1961,1,90,85.8,40.759541,-73.972245,5.0,100.0,4.463606621666305,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3876,4952346,154226.0,1951,1,100,111.3,40.759151,-73.97087,5.0,100.0,4.721173861744398,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3879,5857395,197972.0,1962,1,95,49340.7,40.760342,-73.969859,5.0,100.0,10.8065248442932,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3883,2691586,170944.0,1956,1,100,96.7,40.75996,-73.969823,6.0,100.0,4.581901559048737,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3887,2817489,107485.0,1940,1,100,44.5,40.760141,-73.969343,6.0,11203.0,3.817712325956905,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3889,5870209,313200.0,1971,1,90,78360.1,40.760132,-73.967542,6.0,11203.0,11.269082909734323,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3898,2652616,173168.0,1960,1,100,30.4,40.760693,-73.968552,6.0,11203.0,3.4468078929142076,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3900,2386585,122801.0,1908,1,100,66.1,40.762131,-73.97036,5.0,11203.0,4.206184043977636,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3912,2746628,1013617.0,1962,1,95,100.3,40.74991,-73.975061,6.0,88.0,4.618086411254637,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3921,3120723,426001.0,1913,1,0,4.8,40.751197,-73.97336,6.0,88.0,1.7578579175523736,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3928,4411705,156626.0,1928,1,100,167.8,40.752435,-73.972458,6.0,90.0,5.128714582161857,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3932,3135083,70592.0,1938,1,100,107.3,40.751957,-73.970664,6.0,90.0,4.684905154006945,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
3937,4390170,118442.0,1931,1,100,156.7,40.753593,-73.97132,6.0,90.0,5.060694493968993,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3940,2719908,79200.0,1985,1,100,67.1,40.753686,-73.971547,6.0,90.0,4.220977213155467,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3958,2656192,206945.0,1960,1,100,64.2,40.755604,-73.968006,6.0,98.0,4.177459468932607,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3966,2685921,406179.0,1977,1,100,104.4,40.757667,-73.966503,6.0,108.0,4.657762636107262,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3973,2673499,124060.0,1963,1,100,97.9,40.759937,-73.966805,6.0,108.0,4.594109238628667,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3974,3538962,75623.0,2004,1,100,85.0,40.75999,-73.966928,6.0,108.0,4.454347296253507,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3976,2681980,105749.0,1940,1,100,113.5,40.759863,-73.966581,6.0,108.0,4.740574822994295,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3980,2669492,108651.0,2006,1,100,112.1,40.760042,-73.967011,6.0,108.0,4.728272383122075,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3984,2673458,394086.0,1963,1,100,104.9,40.748469,-73.97295,6.0,88.0,4.662495252607361,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3987,2638782,128798.0,1906,1,100,92.6,40.749006,-73.972361,6.0,88.0,4.539030383483547,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3990,4401960,249299.0,1928,1,100,99.1,40.748583,-73.97077,6.0,88.0,4.6061696863211745,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3995,2704584,149000.0,1928,1,100,100.9,40.749923,-73.970344,6.0,88.0,4.623991940228679,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3998,2670900,206598.0,1929,1,100,108.7,40.750894,-73.970758,6.0,88.0,4.697749367281185,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3999,2386612,137127.0,1983,1,100,74.1,40.750585,-73.971635,6.0,88.0,4.318820558770089,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4001,2670950,186255.0,1929,1,100,102.5,40.750949,-73.970841,6.0,90.0,4.639571612705423,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4007,2960548,152676.0,1961,1,100,124.4,40.752011,-73.969505,6.0,90.0,4.83150862819882,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4008,4036566,253256.0,1981,1,100,92.6,40.752124,-73.969769,6.0,90.0,4.539030383483547,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4018,4399362,61700.0,1950,1,0,19.1,40.753425,-73.968981,6.0,90.0,3.0007198150650303,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4026,2656214,82000.0,1930,1,100,81.1,40.752823,-73.966935,6.0,90.0,4.407938016458383,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4027,2817499,177381.0,1965,1,100,94.0,40.753877,-73.968079,6.0,98.0,4.553876891600541,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4032,4414155,115860.0,1959,1,95,129.9,40.755261,-73.968233,6.0,98.0,4.874433672915854,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4041,4842346,62307.0,1929,2,100,60.3,40.756418,-73.966363,6.0,98.0,4.115779842942166,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4048,2671349,164161.0,1928,1,100,85.5,40.756577,-73.964194,6.0,108.0,4.460144413937834,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4052,3795689,398214.0,1972,2,100,3995.4,40.757107,-73.963814,6.0,108.0,8.293149234858863,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4054,4036612,580480.0,1975,1,100,125.3,40.758098,-73.966164,6.0,108.0,4.838660029356445,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4055,4036597,239874.0,1982,1,100,135.0,40.758265,-73.964879,6.0,108.0,4.912654885736052,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4062,4956698,88206.0,1982,1,100,81.9,40.758635,-73.96372,6.0,108.0,4.417635062141249,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
4085,2672562,65142.0,1927,1,100,101.8,40.754656,-73.964151,6.0,8603.0,4.632785353021065,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4091,3113834,430000.0,1956,1,100,80.6,40.754889,-73.964653,6.0,8603.0,4.401829261970061,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4093,3524861,312417.0,1974,1,100,164.0,40.75546,-73.964104,6.0,8603.0,5.10594547390058,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4096,4952381,284189.0,1972,1,100,56.6,40.756237,-73.963995,6.0,8603.0,4.053522567701846,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4097,2748075,436842.0,1930,1,100,63.8,40.756473,-73.964248,6.0,10601.0,4.1713056033582285,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4101,2805277,111792.0,1956,1,100,92.5,40.756717,-73.964071,6.0,10601.0,4.537961436294641,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4104,4399367,65700.0,1949,1,0,3.1,40.756763,-73.963273,6.0,10601.0,1.410986973710262,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
4114,2719872,95977.0,1961,1,100,78.0,40.757891,-73.961948,6.0,10601.0,4.3694478524670215,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4131,2659181,65000.0,1966,1,100,119.3,40.758313,-73.959991,6.0,10601.0,4.789988622980633,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4135,2672502,63000.0,1928,1,100,75.1,40.758162,-73.960078,6.0,10601.0,4.33204826486764,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4144,5847724,188941.0,2004,1,100,134.8,40.759166,-73.952006,8.0,23801.0,4.911183215124596,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4145,3114442,195990.0,2007,1,100,102.3,40.758502,-73.952627,8.0,23801.0,4.637637376125593,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4173,2808376,67465.0,1926,1,100,63.0,40.766098,-73.971279,8.0,11401.0,4.1588830833596715,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4178,2669885,58566.0,1925,1,100,100.6,40.766564,-73.970957,8.0,11401.0,4.6210435351443815,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4180,2669910,116000.0,1916,1,100,95.1,40.766946,-73.971044,8.0,122.0,4.565389315976247,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4187,2664634,147121.0,1963,1,100,94.2,40.767228,-73.968423,8.0,122.0,4.55597994179732,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4189,2564688,71707.0,1951,1,100,113.6,40.767925,-73.970339,8.0,122.0,4.741447804280639,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4193,2669970,64234.0,1924,1,100,63.8,40.766851,-73.966943,8.0,122.0,4.1713056033582285,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4196,2670724,94479.0,1920,1,100,13145.4,40.768403,-73.969992,8.0,122.0,9.48390323586708,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4198,3111765,153525.0,1949,1,100,92.3,40.768554,-73.969581,8.0,122.0,4.535820107853298,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4200,2669785,95615.0,1914,1,100,69.9,40.767516,-73.966903,8.0,122.0,4.2612704335380815,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4201,3107161,223000.0,1963,1,100,79.6,40.76768,-73.966336,8.0,122.0,4.389498649512583,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4202,2670025,93515.0,1928,1,100,117.5,40.769163,-73.969129,8.0,122.0,4.774912960575186,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4204,2719870,66896.0,1941,1,100,80.5,40.768391,-73.967296,8.0,122.0,4.400603020246817,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4206,2731195,72930.0,1962,1,100,144.7,40.769223,-73.968988,8.0,122.0,4.981549713201159,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4207,2669917,62935.0,1926,1,100,93.8,40.768097,-73.966328,8.0,122.0,4.551769409260976,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4208,2656780,306573.0,1949,1,100,81.6,40.76947,-73.969205,8.0,122.0,4.414009680526933,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4211,3111722,224000.0,1941,1,100,70.9,40.770247,-73.96863,8.0,122.0,4.275276264727001,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4213,2670546,322346.0,1948,1,100,98.2,40.770607,-73.968367,8.0,122.0,4.597138014290827,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4216,2672593,161000.0,1947,1,100,40.4,40.769574,-73.964956,8.0,122.0,3.7232808808312687,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4219,3108493,71697.0,1928,1,100,81.8,40.77104,-73.96776,8.0,122.0,4.416428061391214,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
